a,b,c,t
26,31,46,11.27604557735481
26,31,51,11.25012666820917
26,31,56,11.22715739180615
26,31,61,11.206573750380906
26,31,66,11.187955871109933
26,31,71,11.17098330112218
26,31,76,11.155406273788657
26,31,81,11.14102658528494
26,31,86,11.127684483340937
26,31,91,11.11524944456477
26,31,96,11.103613540391828
26,36,1,13.43926518552068
26,36,6,12.40702245436074
26,36,11,12.16251717157369
26,36,16,12.031340740164236
26,36,21,11.944243867377267
26,36,26,11.880092148654208
26,36,31,11.82982727308658
26,36,36,11.788790255484686
26,36,41,11.754289944433689
26,36,46,11.724640779267702
26,36,51,11.69872187012206
26,36,56,11.675752593719043
26,36,61,11.6551689522938
26,36,66,11.636551073022824
26,36,71,11.61957850303507
26,36,76,11.604001475701548
26,36,81,11.589621787197832
26,36,86,11.576279685253828
26,36,91,11.56384464647766
26,36,96,11.552208742304721
26,41,1,13.829424570265274
26,41,6,12.797181839105333
26,41,11,12.552676556318284
26,41,16,12.421500124908828
26,41,21,12.334403252121861
26,41,26,12.2702515333988
26,41,31,12.219986657831173
26,41,36,12.17894964022928
26,41,41,12.144449329178281
26,41,46,12.114800164012294
26,41,51,12.088881254866655
26,41,56,12.065911978463635
26,41,61,12.045328337038391
26,41,66,12.026710457767418
26,41,71,12.009737887779664
26,41,76,11.994160860446142
26,41,81,11.979781171942424
26,41,86,11.966439069998422
26,41,91,11.954004031222254
26,41,96,11.942368127049313
26,46,1,14.174632559619635
26,46,6,13.142389828459695
26,46,11,12.897884545672646
26,46,16,12.76670811426319
26,46,21,12.679611241476222
26,46,26,12.615459522753163
26,46,31,12.565194647185535
26,46,36,12.524157629583641
26,46,41,12.489657318532643
26,46,46,12.460008153366656
26,46,51,12.434089244221015
26,46,56,12.411119967817998
26,46,61,12.390536326392754
26,46,66,12.371918447121779
26,46,71,12.354945877134027
26,46,76,12.339368849800502
26,46,81,12.324989161296786
26,46,86,12.311647059352785
26,46,91,12.299212020576617
26,46,96,12.287576116403676
26,51,1,14.484185268325328
26,51,6,13.451942537165387
26,51,11,13.207437254378338
26,51,16,13.076260822968884
26,51,21,12.989163950181915
26,51,26,12.925012231458854
26,51,31,12.874747355891227
26,51,36,12.833710338289334
26,51,41,12.799210027238335
26,51,46,12.769560862072348
26,51,51,12.743641952926708
26,51,56,12.720672676523689
26,51,61,12.700089035098445
26,51,66,12.681471155827472
26,51,71,12.664498585839718
26,51,76,12.648921558506196
26,51,81,12.634541870002478
26,51,86,12.621199768058476
26,51,91,12.608764729282308
26,51,96,12.597128825109367
26,56,1,14.764763442357799
26,56,6,13.732520711197857
26,56,11,13.488015428410808
26,56,16,13.356838997001354
26,56,21,13.269742124214385
26,56,26,13.205590405491325
26,56,31,13.155325529923697
26,56,36,13.114288512321805
26,56,41,13.079788201270805
26,56,46,13.050139036104818
26,56,51,13.024220126959179
26,56,56,13.00125085055616
26,56,61,12.980667209130916
26,56,66,12.962049329859942
26,56,71,12.945076759872189
26,56,76,12.929499732538666
26,56,81,12.915120044034948
26,56,86,12.901777942090947
26,56,91,12.889342903314779
26,56,96,12.877706999141838
26,61,1,15.021329962672285
26,61,6,13.989087231512343
26,61,11,13.744581948725294
26,61,16,13.61340551731584
26,61,21,13.526308644528871
26,61,26,13.462156925805811
26,61,31,13.411892050238183
26,61,36,13.37085503263629
26,61,41,13.336354721585291
26,61,46,13.306705556419304
26,61,51,13.280786647273665
26,61,56,13.257817370870645
26,61,61,13.237233729445402
26,61,66,13.218615850174428
26,61,71,13.201643280186675
26,61,76,13.186066252853152
26,61,81,13.171686564349434
26,61,86,13.158344462405433
26,61,91,13.145909423629265
26,61,96,13.134273519456324
26,66,1,15.257672596231627
26,66,6,14.225429865071687
26,66,11,13.980924582284636
26,66,16,13.849748150875183
26,66,21,13.762651278088214
26,66,26,13.698499559365155
26,66,31,13.648234683797527
26,66,36,13.607197666195633
26,66,41,13.572697355144633
26,66,46,13.543048189978649
26,66,51,13.517129280833007
26,66,56,13.49416000442999
26,66,61,13.473576363004746
26,66,66,13.45495848373377
26,66,71,13.437985913746017
26,66,76,13.422408886412494
26,66,81,13.408029197908778
26,66,86,13.394687095964775
26,66,91,13.382252057188607
26,66,96,13.370616153015666
26,71,1,15.476748001276297
26,71,6,14.444505270116355
26,71,11,14.199999987329306
26,71,16,14.068823555919852
26,71,21,13.981726683132884
26,71,26,13.917574964409823
26,71,31,13.867310088842197
26,71,36,13.826273071240303
26,71,41,13.791772760189303
26,71,46,13.762123595023317
26,71,51,13.736204685877677
26,71,56,13.713235409474658
26,71,61,13.692651768049414
26,71,66,13.67403388877844
26,71,71,13.657061318790687
26,71,76,13.641484291457164
26,71,81,13.627104602953448
26,71,86,13.613762501009445
26,71,91,13.601327462233277
26,71,96,13.589691558060336
26,76,1,15.680908391011345
26,76,6,14.648665659851403
26,76,11,14.404160377064354
26,76,16,14.272983945654898
26,76,21,14.18588707286793
26,76,26,14.121735354144871
26,76,31,14.071470478577243
26,76,36,14.030433460975349
26,76,41,13.995933149924351
26,76,46,13.966283984758364
26,76,51,13.940365075612723
26,76,56,13.917395799209705
26,76,61,13.896812157784462
26,76,66,13.878194278513487
26,76,71,13.861221708525735
26,76,76,13.84564468119221
26,76,81,13.831264992688494
26,76,86,13.817922890744493
26,76,91,13.805487851968325
26,76,96,13.793851947795384
26,81,1,15.872055834169666
26,81,6,14.839813103009726
26,81,11,14.595307820222677
26,81,16,14.464131388813222
26,81,21,14.377034516026253
26,81,26,14.312882797303194
26,81,31,14.262617921735567
26,81,36,14.221580904133672
26,81,41,14.187080593082674
26,81,46,14.157431427916688
26,81,51,14.131512518771046
26,81,56,14.108543242368029
26,81,61,14.087959600942785
26,81,66,14.06934172167181
26,81,71,14.052369151684058
26,81,76,14.036792124350534
26,81,81,14.022412435846817
26,81,86,14.009070333902816
26,81,91,13.996635295126648
26,81,96,13.984999390953707
26,86,1,16.051750258912875
26,86,6,15.019507527752934
26,86,11,14.775002244965883
26,86,16,14.643825813556429
26,86,21,14.55672894076946
26,86,26,14.492577222046402
26,86,31,14.442312346478774
26,86,36,14.40127532887688
26,86,41,14.366775017825882
26,86,46,14.337125852659895
26,86,51,14.311206943514254
26,86,56,14.288237667111236
26,86,61,14.267654025685992
26,86,66,14.249036146415017
26,86,71,14.232063576427265
26,86,76,14.21648654909374
26,86,81,14.202106860590025
26,86,86,14.188764758646021
26,86,91,14.176329719869853
26,86,96,14.164693815696914
26,91,1,16.2212868897029
26,91,6,15.18904415854296
26,91,11,14.94453887575591
26,91,16,14.813362444346456
26,91,21,14.726265571559487
26,91,26,14.662113852836427
26,91,31,14.611848977268801
26,91,36,14.570811959666907
26,91,41,14.536311648615907
26,91,46,14.50666248344992
26,91,51,14.480743574304281
26,91,56,14.457774297901262
26,91,61,14.437190656476018
26,91,66,14.418572777205044
26,91,71,14.40160020721729
26,91,76,14.386023179883768
26,91,81,14.371643491380052
26,91,86,14.358301389436049
26,91,91,14.34586635065988
26,91,96,14.33423044648694
26,96,1,16.38175294455586
26,96,6,15.349510213395918
26,96,11,15.10500493060887
26,96,16,14.973828499199413
26,96,21,14.886731626412447
26,96,26,14.822579907689386
26,96,31,14.772315032121758
26,96,36,14.731278014519866
26,96,41,14.696777703468866
26,96,46,14.66712853830288
26,96,51,14.64120962915724
26,96,56,14.61824035275422
26,96,61,14.597656711328977
26,96,66,14.579038832058004
26,96,71,14.56206626207025
26,96,76,14.546489234736727
26,96,81,14.53210954623301
26,96,86,14.518767444289008
26,96,91,14.50633240551284
26,96,96,14.494696501339899
31,1,1,2.7766537033841825
31,1,6,1.7444109722242422
31,1,11,1.4999056894371925
31,1,16,1.3687292580277377
31,1,21,1.2816323852407692
31,1,26,1.2174806665177096
31,1,31,1.1672157909500822
31,1,36,1.1261787733481887
31,1,41,1.09167846229719
31,1,46,1.0620292971312035
31,1,51,1.0361103879855627
31,1,56,1.0131411115825444
31,1,61,0.9925574701573003
31,1,66,0.9739395908863262
31,1,71,0.9569670208985732
31,1,76,0.9413899935650498
31,1,81,0.9270103050613333
31,1,86,0.9136682031173312
31,1,91,0.9012331643411631
31,1,96,0.8895972601682224
31,6,1,8.151932111068348
31,6,6,7.119689379908407
31,6,11,6.875184097121357
31,6,16,6.744007665711902
31,6,21,6.6569107929249345
31,6,26,6.592759074201875
31,6,31,6.542494198634247
31,6,36,6.501457181032354
31,6,41,6.466956869981355
31,6,46,6.437307704815368
31,6,51,6.411388795669728
31,6,56,6.3884195192667095
31,6,61,6.367835877841466
31,6,66,6.3492179985704915
31,6,71,6.3322454285827385
31,6,76,6.316668401249215
31,6,81,6.302288712745498
31,6,86,6.288946610801497
31,6,91,6.276511572025328
31,6,96,6.264875667852388
31,11,1,9.970339521779295
31,11,6,8.938096790619353
31,11,11,8.693591507832304
31,11,16,8.56241507642285
31,11,21,8.475318203635881
31,11,26,8.41116648491282
31,11,31,8.360901609345195
31,11,36,8.3198645917433
31,11,41,8.285364280692301
31,11,46,8.255715115526314
31,11,51,8.229796206380675
31,11,56,8.206826929977655
31,11,61,8.186243288552411
31,11,66,8.167625409281438
31,11,71,8.150652839293684
31,11,76,8.135075811960162
31,11,81,8.120696123456446
31,11,86,8.107354021512442
31,11,91,8.094918982736274
31,11,96,8.083283078563333
31,16,1,11.094419870103527
31,16,6,10.062177138943586
31,16,11,9.817671856156537
31,16,16,9.686495424747081
31,16,21,9.599398551960112
31,16,26,9.535246833237053
31,16,31,9.484981957669426
31,16,36,9.443944940067531
31,16,41,9.409444629016534
31,16,46,9.379795463850547
31,16,51,9.353876554704906
31,16,56,9.330907278301888
31,16,61,9.310323636876644
31,16,66,9.29170575760567
31,16,71,9.274733187617917
31,16,76,9.259156160284393
31,16,81,9.244776471780677
31,16,86,9.231434369836675
31,16,91,9.218999331060507
31,16,96,9.207363426887566
31,21,1,11.910221016554452
31,21,6,10.87797828539451
31,21,11,10.633473002607461
31,21,16,10.502296571198007
31,21,21,10.415199698411039
31,21,26,10.351047979687978
31,21,31,10.30078310412035
31,21,36,10.259746086518458
31,21,41,10.225245775467458
31,21,46,10.195596610301472
31,21,51,10.169677701155832
31,21,56,10.146708424752813
31,21,61,10.126124783327569
31,21,66,10.107506904056596
31,21,71,10.090534334068842
31,21,76,10.07495730673532
31,21,81,10.060577618231601
31,21,86,10.0472355162876
31,21,91,10.034800477511432
31,21,96,10.02316457333849
31,26,1,12.55094331744863
31,26,6,11.518700586288688
31,26,11,11.274195303501639
31,26,16,11.143018872092183
31,26,21,11.055921999305216
31,26,26,10.991770280582156
31,26,31,10.941505405014528
31,26,36,10.900468387412635
31,26,41,10.865968076361636
31,26,46,10.836318911195649
31,26,51,10.81040000205001
31,26,56,10.78743072564699
31,26,61,10.766847084221746
31,26,66,10.748229204950773
31,26,71,10.73125663496302
31,26,76,10.715679607629497
31,26,81,10.701299919125779
31,26,86,10.687957817181777
31,26,91,10.67552277840561
31,26,96,10.663886874232668
31,31,1,13.078615316839622
31,31,6,12.04637258567968
31,31,11,11.801867302892632
31,31,16,11.670690871483176
31,31,21,11.583593998696207
31,31,26,11.519442279973148
31,31,31,11.46917740440552
31,31,36,11.428140386803628
31,31,41,11.393640075752629
31,31,46,11.363990910586642
31,31,51,11.338072001441
31,31,56,11.315102725037983
31,31,61,11.29451908361274
31,31,66,11.275901204341764
31,31,71,11.258928634354012
31,31,76,11.243351607020488
31,31,81,11.228971918516772
31,31,86,11.21562981657277
31,31,91,11.203194777796602
31,31,96,11.191558873623661
31,36,1,13.527210518752513
31,36,6,12.494967787592572
31,36,11,12.250462504805522
31,36,16,12.119286073396069
31,36,21,12.0321892006091
31,36,26,11.96803748188604
31,36,31,11.917772606318412
31,36,36,11.87673558871652
31,36,41,11.84223527766552
31,36,46,11.812586112499533
31,36,51,11.786667203353893
31,36,56,11.763697926950874
31,36,61,11.74311428552563
31,36,66,11.724496406254657
31,36,71,11.707523836266903
31,36,76,11.69194680893338
31,36,81,11.677567120429662
31,36,86,11.664225018485661
31,36,91,11.651789979709493
31,36,96,11.640154075536552
31,41,1,13.917369903497105
31,41,6,12.885127172337166
31,41,11,12.640621889550117
31,41,16,12.509445458140661
31,41,21,12.422348585353692
31,41,26,12.358196866630633
31,41,31,12.307931991063006
31,41,36,12.266894973461111
31,41,41,12.232394662410114
31,41,46,12.202745497244127
31,41,51,12.176826588098486
31,41,56,12.153857311695468
31,41,61,12.133273670270224
31,41,66,12.11465579099925
31,41,71,12.097683221011497
31,41,76,12.082106193677973
31,41,81,12.067726505174257
31,41,86,12.054384403230255
31,41,91,12.041949364454087
31,41,96,12.030313460281146
31,46,1,14.262577892851468
31,46,6,13.230335161691526
31,46,11,12.985829878904477
31,46,16,12.854653447495023
31,46,21,12.767556574708054
31,46,26,12.703404855984994
31,46,31,12.653139980417368
31,46,36,12.612102962815474
31,46,41,12.577602651764474
31,46,46,12.547953486598487
31,46,51,12.522034577452848
31,46,56,12.499065301049828
31,46,61,12.478481659624585
31,46,66,12.459863780353611
31,46,71,12.442891210365858
31,46,76,12.427314183032335
31,46,81,12.412934494528619
31,46,86,12.399592392584616
31,46,91,12.387157353808448
31,46,96,12.375521449635507
31,51,1,14.57213060155716
31,51,6,13.53988787039722
31,51,11,13.29538258761017
31,51,16,13.164206156200715
31,51,21,13.077109283413746
31,51,26,13.012957564690687
31,51,31,12.96269268912306
31,51,36,12.921655671521165
31,51,41,12.887155360470167
31,51,46,12.85750619530418
31,51,51,12.83158728615854
31,51,56,12.808618009755522
31,51,61,12.788034368330278
31,51,66,12.769416489059303
31,51,71,12.75244391907155
31,51,76,12.736866891738027
31,51,81,12.72248720323431
31,51,86,12.709145101290309
31,51,91,12.696710062514141
31,51,96,12.6850741583412
31,56,1,14.85270877558963
31,56,6,13.82046604442969
31,56,11,13.57596076164264
31,56,16,13.444784330233185
31,56,21,13.357687457446216
31,56,26,13.293535738723158
31,56,31,13.24327086315553
31,56,36,13.202233845553636
31,56,41,13.167733534502638
31,56,46,13.138084369336651
31,56,51,13.11216546019101
31,56,56,13.089196183787992
31,56,61,13.068612542362748
31,56,66,13.049994663091773
31,56,71,13.033022093104021
31,56,76,13.017445065770497
31,56,81,13.00306537726678
31,56,86,12.98972327532278
31,56,91,12.977288236546611
31,56,96,12.96565233237367
31,61,1,15.109275295904116
31,61,6,14.077032564744176
31,61,11,13.832527281957127
31,61,16,13.701350850547671
31,61,21,13.614253977760702
31,61,26,13.550102259037644
31,61,31,13.499837383470016
31,61,36,13.458800365868122
31,61,41,13.424300054817124
31,61,46,13.394650889651137
31,61,51,13.368731980505496
31,61,56,13.345762704102478
31,61,61,13.325179062677234
31,61,66,13.30656118340626
31,61,71,13.289588613418507
31,61,76,13.274011586084983
31,61,81,13.259631897581267
31,61,86,13.246289795637265
31,61,91,13.233854756861097
31,61,96,13.222218852688156
31,66,1,15.34561792946346
31,66,6,14.313375198303518
31,66,11,14.06886991551647
31,66,16,13.937693484107015
31,66,21,13.850596611320046
31,66,26,13.786444892596986
31,66,31,13.736180017029358
31,66,36,13.695142999427466
31,66,41,13.660642688376466
31,66,46,13.63099352321048
31,66,51,13.60507461406484
31,66,56,13.58210533766182
31,66,61,13.561521696236577
31,66,66,13.542903816965604
31,66,71,13.52593124697785
31,66,76,13.510354219644327
31,66,81,13.49597453114061
31,66,86,13.482632429196608
31,66,91,13.47019739042044
31,66,96,13.458561486247499
31,71,1,15.56469333450813
31,71,6,14.532450603348188
31,71,11,14.287945320561139
31,71,16,14.156768889151683
31,71,21,14.069672016364715
31,71,26,14.005520297641656
31,71,31,13.955255422074028
31,71,36,13.914218404472136
31,71,41,13.879718093421136
31,71,46,13.85006892825515
31,71,51,13.824150019109508
31,71,56,13.80118074270649
31,71,61,13.780597101281247
31,71,66,13.761979222010272
31,71,71,13.74500665202252
31,71,76,13.729429624688995
31,71,81,13.71504993618528
31,71,86,13.701707834241278
31,71,91,13.68927279546511
31,71,96,13.677636891292169
31,76,1,15.768853724243176
31,76,6,14.736610993083236
31,76,11,14.492105710296185
31,76,16,14.360929278886731
31,76,21,14.273832406099762
31,76,26,14.209680687376704
31,76,31,14.159415811809076
31,76,36,14.118378794207182
31,76,41,14.083878483156184
31,76,46,14.054229317990197
31,76,51,14.028310408844556
31,76,56,14.005341132441538
31,76,61,13.984757491016294
31,76,66,13.96613961174532
31,76,71,13.949167041757567
31,76,76,13.933590014424043
31,76,81,13.919210325920327
31,76,86,13.905868223976324
31,76,91,13.893433185200156
31,76,96,13.881797281027216
31,81,1,15.960001167401499
31,81,6,14.927758436241557
31,81,11,14.683253153454508
31,81,16,14.552076722045054
31,81,21,14.464979849258086
31,81,26,14.400828130535025
31,81,31,14.3505632549674
31,81,36,14.309526237365505
31,81,41,14.275025926314507
31,81,46,14.245376761148519
31,81,51,14.21945785200288
31,81,56,14.19648857559986
31,81,61,14.175904934174616
31,81,66,14.157287054903643
31,81,71,14.140314484915889
31,81,76,14.124737457582366
31,81,81,14.11035776907865
31,81,86,14.097015667134647
31,81,91,14.084580628358479
31,81,96,14.072944724185538
31,86,1,16.139695592144705
31,86,6,15.107452860984765
31,86,11,14.862947578197716
31,86,16,14.731771146788262
31,86,21,14.644674274001293
31,86,26,14.580522555278232
31,86,31,14.530257679710605
31,86,36,14.489220662108712
31,86,41,14.454720351057713
31,86,46,14.425071185891726
31,86,51,14.399152276746086
31,86,56,14.376183000343067
31,86,61,14.355599358917823
31,86,66,14.33698147964685
31,86,71,14.320008909659096
31,86,76,14.304431882325574
31,86,81,14.290052193821856
31,86,86,14.276710091877854
31,86,91,14.264275053101686
31,86,96,14.252639148928745
31,91,1,16.30923222293473
31,91,6,15.276989491774792
31,91,11,15.032484208987743
31,91,16,14.901307777578287
31,91,21,14.814210904791318
31,91,26,14.75005918606826
31,91,31,14.699794310500632
31,91,36,14.65875729289874
31,91,41,14.62425698184774
31,91,46,14.594607816681753
31,91,51,14.568688907536112
31,91,56,14.545719631133094
31,91,61,14.52513598970785
31,91,66,14.506518110436875
31,91,71,14.489545540449123
31,91,76,14.4739685131156
31,91,81,14.459588824611883
31,91,86,14.446246722667881
31,91,91,14.433811683891713
31,91,96,14.422175779718772
31,96,1,16.469698277787693
31,96,6,15.437455546627751
31,96,11,15.192950263840702
31,96,16,15.061773832431246
31,96,21,14.974676959644277
31,96,26,14.910525240921219
31,96,31,14.860260365353591
31,96,36,14.819223347751697
31,96,41,14.784723036700699
31,96,46,14.755073871534712
31,96,51,14.729154962389071
31,96,56,14.706185685986053
31,96,61,14.68560204456081
31,96,66,14.666984165289835
31,96,71,14.650011595302082
31,96,76,14.634434567968558
31,96,81,14.620054879464842
31,96,86,14.60671277752084
31,96,91,14.594277738744672
31,96,96,14.582641834571731
36,1,1,2.8514195703696643
36,1,6,1.819176839209724
36,1,11,1.5746715564226743
36,1,16,1.4434951250132197
36,1,21,1.356398252226251
36,1,26,1.2922465335031916
36,1,31,1.2419816579355643
36,1,36,1.2009446403336708
36,1,41,1.166444329282672
36,1,46,1.1367951641166854
36,1,51,1.1108762549710445
36,1,56,1.0879069785680264
36,1,61,1.0673233371427824
36,1,66,1.0487054578718082
36,1,71,1.031732887884055
36,1,76,1.0161558605505319
36,1,81,1.001776172046815
36,1,86,0.9884340701028131
36,1,91,0.9759990313266451
36,1,96,0.9643631271537043
36,6,1,8.22669797805383
36,6,6,7.194455246893889
36,6,11,6.94994996410684
36,6,16,6.818773532697385
36,6,21,6.731676659910416
36,6,26,6.667524941187357
36,6,31,6.617260065619729
36,6,36,6.576223048017836
36,6,41,6.541722736966837
36,6,46,6.51207357180085
36,6,51,6.48615466265521
36,6,56,6.463185386252191
36,6,61,6.4426017448269475
36,6,66,6.423983865555973
36,6,71,6.40701129556822
36,6,76,6.391434268234697
36,6,81,6.37705457973098
36,6,86,6.3637124777869785
36,6,91,6.3512774390108095
36,6,96,6.339641534837869
36,11,1,10.045105388764776
36,11,6,9.012862657604835
36,11,11,8.768357374817786
36,11,16,8.637180943408332
36,11,21,8.550084070621363
36,11,26,8.485932351898303
36,11,31,8.435667476330677
36,11,36,8.394630458728782
36,11,41,8.360130147677783
36,11,46,8.330480982511796
36,11,51,8.304562073366156
36,11,56,8.281592796963137
36,11,61,8.261009155537893
36,11,66,8.24239127626692
36,11,71,8.225418706279166
36,11,76,8.209841678945644
36,11,81,8.195461990441927
36,11,86,8.182119888497924
36,11,91,8.169684849721756
36,11,96,8.158048945548815
36,16,1,11.169185737089009
36,16,6,10.136943005929067
36,16,11,9.892437723142018
36,16,16,9.761261291732563
36,16,21,9.674164418945594
36,16,26,9.610012700222535
36,16,31,9.559747824654908
36,16,36,9.518710807053015
36,16,41,9.484210496002015
36,16,46,9.454561330836029
36,16,51,9.428642421690387
36,16,56,9.40567314528737
36,16,61,9.385089503862126
36,16,66,9.366471624591153
36,16,71,9.349499054603399
36,16,76,9.333922027269875
36,16,81,9.319542338766158
36,16,86,9.306200236822157
36,16,91,9.293765198045989
36,16,96,9.282129293873048
36,21,1,11.984986883539934
36,21,6,10.952744152379992
36,21,11,10.708238869592943
36,21,16,10.57706243818349
36,21,21,10.48996556539652
36,21,26,10.42581384667346
36,21,31,10.375548971105834
36,21,36,10.33451195350394
36,21,41,10.30001164245294
36,21,46,10.270362477286954
36,21,51,10.244443568141314
36,21,56,10.221474291738295
36,21,61,10.20089065031305
36,21,66,10.182272771042078
36,21,71,10.165300201054324
36,21,76,10.149723173720801
36,21,81,10.135343485217085
36,21,86,10.122001383273082
36,21,91,10.109566344496914
36,21,96,10.097930440323973
36,26,1,12.625709184434111
36,26,6,11.59346645327417
36,26,11,11.34896117048712
36,26,16,11.217784739077667
36,26,21,11.130687866290698
36,26,26,11.066536147567637
36,26,31,11.01627127200001
36,26,36,10.975234254398117
36,26,41,10.940733943347118
36,26,46,10.91108477818113
36,26,51,10.885165869035491
36,26,56,10.862196592632472
36,26,61,10.841612951207228
36,26,66,10.822995071936255
36,26,71,10.806022501948501
36,26,76,10.790445474614978
36,26,81,10.77606578611126
36,26,86,10.762723684167259
36,26,91,10.750288645391091
36,26,96,10.73865274121815
36,31,1,13.153381183825104
36,31,6,12.121138452665162
36,31,11,11.876633169878113
36,31,16,11.745456738468658
36,31,21,11.65835986568169
36,31,26,11.59420814695863
36,31,31,11.543943271391003
36,31,36,11.50290625378911
36,31,41,11.46840594273811
36,31,46,11.438756777572124
36,31,51,11.412837868426482
36,31,56,11.389868592023465
36,31,61,11.369284950598221
36,31,66,11.350667071327248
36,31,71,11.333694501339494
36,31,76,11.318117474005971
36,31,81,11.303737785502253
36,31,86,11.290395683558252
36,31,91,11.277960644782084
36,31,96,11.266324740609143
36,36,1,13.601976385737995
36,36,6,12.569733654578053
36,36,11,12.325228371791004
36,36,16,12.19405194038155
36,36,21,12.106955067594582
36,36,26,12.042803348871521
36,36,31,11.992538473303894
36,36,36,11.951501455702001
36,36,41,11.917001144651001
36,36,46,11.887351979485015
36,36,51,11.861433070339375
36,36,56,11.838463793936356
36,36,61,11.817880152511112
36,36,66,11.799262273240139
36,36,71,11.782289703252385
36,36,76,11.766712675918862
36,36,81,11.752332987415146
36,36,86,11.738990885471143
36,36,91,11.726555846694975
36,36,96,11.714919942522034
36,41,1,13.992135770482587
36,41,6,12.959893039322647
36,41,11,12.715387756535598
36,41,16,12.584211325126143
36,41,21,12.497114452339174
36,41,26,12.432962733616115
36,41,31,12.382697858048488
36,41,36,12.341660840446593
36,41,41,12.307160529395595
36,41,46,12.277511364229609
36,41,51,12.251592455083967
36,41,56,12.22862317868095
36,41,61,12.208039537255706
36,41,66,12.189421657984731
36,41,71,12.172449087996979
36,41,76,12.156872060663455
36,41,81,12.142492372159738
36,41,86,12.129150270215737
36,41,91,12.116715231439569
36,41,96,12.105079327266628
36,46,1,14.33734375983695
36,46,6,13.30510102867701
36,46,11,13.060595745889959
36,46,16,12.929419314480505
36,46,21,12.842322441693536
36,46,26,12.778170722970476
36,46,31,12.72790584740285
36,46,36,12.686868829800956
36,46,41,12.652368518749958
36,46,46,12.622719353583971
36,46,51,12.59680044443833
36,46,56,12.573831168035312
36,46,61,12.553247526610068
36,46,66,12.534629647339093
36,46,71,12.51765707735134
36,46,76,12.502080050017817
36,46,81,12.4877003615141
36,46,86,12.474358259570097
36,46,91,12.46192322079393
36,46,96,12.450287316620988
36,51,1,14.646896468542643
36,51,6,13.614653737382701
36,51,11,13.370148454595652
36,51,16,13.238972023186196
36,51,21,13.151875150399228
36,51,26,13.087723431676169
36,51,31,13.037458556108541
36,51,36,12.996421538506647
36,51,41,12.96192122745565
36,51,46,12.932272062289663
36,51,51,12.906353153144021
36,51,56,12.883383876741004
36,51,61,12.86280023531576
36,51,66,12.844182356044785
36,51,71,12.827209786057033
36,51,76,12.811632758723508
36,51,81,12.797253070219792
36,51,86,12.78391096827579
36,51,91,12.771475929499623
36,51,96,12.759840025326682
36,56,1,14.927474642575113
36,56,6,13.895231911415172
36,56,11,13.650726628628123
36,56,16,13.519550197218667
36,56,21,13.432453324431698
36,56,26,13.36830160570864
36,56,31,13.318036730141012
36,56,36,13.27699971253912
36,56,41,13.24249940148812
36,56,46,13.212850236322133
36,56,51,13.186931327176492
36,56,56,13.163962050773474
36,56,61,13.14337840934823
36,56,66,13.124760530077255
36,56,71,13.107787960089503
36,56,76,13.092210932755979
36,56,81,13.077831244252263
36,56,86,13.064489142308261
36,56,91,13.052054103532093
36,56,96,13.040418199359152
36,61,1,15.1840411628896
36,61,6,14.151798431729658
36,61,11,13.907293148942609
36,61,16,13.776116717533153
36,61,21,13.689019844746184
36,61,26,13.624868126023125
36,61,31,13.574603250455498
36,61,36,13.533566232853603
36,61,41,13.499065921802606
36,61,46,13.469416756636619
36,61,51,13.443497847490978
36,61,56,13.42052857108796
36,61,61,13.399944929662716
36,61,66,13.381327050391741
36,61,71,13.364354480403989
36,61,76,13.348777453070465
36,61,81,13.334397764566749
36,61,86,13.321055662622747
36,61,91,13.30862062384658
36,61,96,13.296984719673638
36,66,1,15.420383796448942
36,66,6,14.388141065289
36,66,11,14.143635782501951
36,66,16,14.012459351092497
36,66,21,13.925362478305528
36,66,26,13.861210759582468
36,66,31,13.81094588401484
36,66,36,13.769908866412948
36,66,41,13.735408555361948
36,66,46,13.705759390195961
36,66,51,13.679840481050322
36,66,56,13.656871204647302
36,66,61,13.636287563222059
36,66,66,13.617669683951085
36,66,71,13.600697113963331
36,66,76,13.585120086629809
36,66,81,13.570740398126091
36,66,86,13.55739829618209
36,66,91,13.544963257405922
36,66,96,13.53332735323298
36,71,1,15.639459201493612
36,71,6,14.60721647033367
36,71,11,14.362711187546621
36,71,16,14.231534756137165
36,71,21,14.144437883350196
36,71,26,14.080286164627138
36,71,31,14.03002128905951
36,71,36,13.988984271457618
36,71,41,13.954483960406618
36,71,46,13.924834795240631
36,71,51,13.89891588609499
36,71,56,13.875946609691972
36,71,61,13.855362968266729
36,71,66,13.836745088995755
36,71,71,13.819772519008001
36,71,76,13.804195491674479
36,71,81,13.789815803170761
36,71,86,13.77647370122676
36,71,91,13.764038662450591
36,71,96,13.75240275827765
36,76,1,15.843619591228657
36,76,6,14.811376860068718
36,76,11,14.566871577281667
36,76,16,14.435695145872213
36,76,21,14.348598273085244
36,76,26,14.284446554362185
36,76,31,14.234181678794558
36,76,36,14.193144661192663
36,76,41,14.158644350141666
36,76,46,14.128995184975679
36,76,51,14.103076275830038
36,76,56,14.08010699942702
36,76,61,14.059523358001776
36,76,66,14.040905478730801
36,76,71,14.023932908743049
36,76,76,14.008355881409525
36,76,81,13.993976192905809
36,76,86,13.980634090961807
36,76,91,13.968199052185637
36,76,96,13.956563148012698
36,81,1,16.03476703438698
36,81,6,15.002524303227041
36,81,11,14.75801902043999
36,81,16,14.626842589030536
36,81,21,14.539745716243567
